Name,Address,Latitude,Longitude,Business Status,Primary Type,Discovery Tier,Discovery Score,Reasons,Matched Themes,Anchor Markets,Google Maps URL,Place ID
L D Drilling Co,"7 SW 26 Ave, Great Bend, KS 67530, USA",38.3612835,-98.823289,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; NDT inspection tubular pipeline integrity services,Great Bend|KS,https://www.google.com/maps/place/?q=place_id:ChIJBTx1Z9iKo4cRErs06--CFYQ,ChIJBTx1Z9iKo4cRErs06--CFYQ
L F Well Services Inc.,"5696 US-64, Farmington, NM 87401, USA",36.7047764,-108.1054062,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing,Aztec|NM,https://www.google.com/maps/place/?q=place_id:ChIJHYEEy_WPO4cRY87HhhqG_l4,ChIJHYEEy_WPO4cRY87HhhqG_l4
L W Coan Well Drilling,"1414 Knoch Rd, Gaylord, MI 49735, USA",45.0492886,-84.7059443,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJiZI9NApFNU0RgYUZhLeb-rM,ChIJiZI9NApFNU0RgYUZhLeb-rM
Lauffer Well Services Inc,"4584 KY-321, Hagerhill, KY 41222, USA",37.7808438,-82.7934822,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; well service field services production support; drilling workover wireline cementing services; mobile well testing hydro testing pressure testing,Albany|KY; Allen|KY; Beattyville|KY; Covington|KY; Edmonton|KY; Glasgow|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJjx4VjJupRYgRuMEA1-r4p60,ChIJjx4VjJupRYgRuMEA1-r4p60
LG Drilling,"2644 E Riding Club Rd, Cheyenne, WY 82009, USA",41.2089586,-104.7778939,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services,Cheyenne|WY,https://www.google.com/maps/place/?q=place_id:ChIJZ65syWc5b4cRkH_mBjzA2XE,ChIJZ65syWc5b4cRkH_mBjzA2XE
Liberty Oilfield Services - Fabrication Department,"10220 Brighton Rd, Henderson, CO 80640, USA",39.8818047,-104.8896104,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; well service field services production support,Centennial|CO; Fort Lupton|CO; Henderson|CO,https://www.google.com/maps/place/?q=place_id:ChIJOUkzf6hxbIcR_yyQppSWH1I,ChIJOUkzf6hxbIcR_yyQppSWH1I
Lighthouse Drilling,"838 SW Purity Spgs Rd Suite B, El Dorado, KS 67042, USA",37.8133141,-96.9158629,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 6 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing; engine compressor repair service oil gas,El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJx_rHsGSzu4cRGpw-5wzfC0c,ChIJx_rHsGSzu4cRGpw-5wzfC0c
M & T Drilling,"2093 County Road 221, Fredericktown, MO 63645, USA",37.5605837,-90.29624,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 6 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; well service field services production support; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services,Fredericktown|MO,https://www.google.com/maps/place/?q=place_id:ChIJA0WTuGoi2IcRVoYqB0iz7dY,ChIJA0WTuGoi2IcRVoYqB0iz7dY
"M5 Drilling Company, LLC","4320 US-380, Decatur, TX 76234, USA",33.2332785,-97.67348659999999,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing,Decatur|TX; Frisco|TX,https://www.google.com/maps/place/?q=place_id:ChIJjZzSU-v1TYYR3cAbuWvaIVo,ChIJjZzSU-v1TYYR3cAbuWvaIVo
"Matagorda Oilfield Specialty, Inc.","3586 FM2668, Bay City, TX 77414, USA",28.967712,-95.9533902,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; pump and supply artificial lift production equipment,Bay City|TX,https://www.google.com/maps/place/?q=place_id:ChIJU_5zFhu5QYYRTPD24VK2QEo,ChIJU_5zFhu5QYYRTPD24VK2QEo
Maverick oil field supply,"231 Little League Dr, Gaylord, MI 49735, USA",45.0249829,-84.65305459999999,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; engine compressor repair service oil gas,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJgUBiFF1PNU0RLXGVPxp71ro,ChIJgUBiFF1PNU0RLXGVPxp71ro
Mc Ada Drilling Fluids Inc,"720 Avenue F, Bay City, TX 77414, USA",29.0094395,-95.97536799999999,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; oilfield supply pumps equipment rental,Bay City|TX,https://www.google.com/maps/place/?q=place_id:ChIJb_duoPy7QYYRAXFbmvSo4uc,ChIJb_duoPy7QYYRAXFbmvSo4uc
Mciver Drilling LLC,"5622 KY-90, Albany, KY 42602, USA",36.7701326,-85.2341331,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; drilling workover wireline cementing services; gas compression processing measurement methane services; pipeline gathering integrity midstream construction; well service field services production support; NDT inspection tubular pipeline integrity services,Albany|KY; Beattyville|KY; Edmonton|KY; Hawesville|KY,https://www.google.com/maps/place/?q=place_id:ChIJQXBNmpCRZ4gRDmCTL_PvAmM,ChIJQXBNmpCRZ4gRDmCTL_PvAmM
"Moore Well Services, Inc.","246 N Cleveland Ave, Mogadore, OH 44260, USA",41.0579749,-81.3934477,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; well service field services production support; drilling workover wireline cementing services; oilfield services,Buffalo|NY; Cambridge|OH; Dennison|OH; Holland|OH,https://www.google.com/maps/place/?q=place_id:ChIJTcYze9MmMYgRuVF11VU579E,ChIJTcYze9MmMYgRuVF11VU579E
N & J Oil Field Supply & Services,"1401 Hazel St, Arcadia, LA 71001, USA",32.5579976,-92.9144034,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; oilfield supply pumps equipment rental; well service field services production support,Arcadia|LA,https://www.google.com/maps/place/?q=place_id:ChIJsxpl5yG7MYYRVwUvE9d_Iu8,ChIJsxpl5yG7MYYRVwUvE9d_Iu8
Newpark Drilling Fluids,"10 Orin Way, Douglas, WY 82633, USA",42.7203195,-105.3087553,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 4 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; NDT inspection tubular pipeline integrity services,Douglas|WY,https://www.google.com/maps/place/?q=place_id:ChIJSaEraH-zZocReUyRSN_qEX8,ChIJSaEraH-zZocReUyRSN_qEX8
Norris Well Services Inc.,"2141 Scottsville Rd, Glasgow, KY 42141, USA",36.97446619999999,-85.93981749999999,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 6 strong matched theme(s); repeated across multiple query themes,well service field services production support; gasfield natural gas well services; drilling workover wireline cementing services; oilfield services; pipeline gathering integrity midstream construction; mobile well testing hydro testing pressure testing; NDT inspection tubular pipeline integrity services,Beattyville|KY; Edmonton|KY; Glasgow|KY,https://www.google.com/maps/place/?q=place_id:ChIJE54-mQYWZogRT_vXZHrLSxQ,ChIJE54-mQYWZogRT_vXZHrLSxQ
Northern Michigan Well Services,"2534 Murner Rd #9363, Gaylord, MI 49735, USA",45.065195,-84.717843,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 6 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; pipeline gathering integrity midstream construction; oilfield supply pumps equipment rental; water hauling environmental disposal oil gas; well service field services production support; mobile well testing hydro testing pressure testing,Gaylord|MI,https://www.google.com/maps/place/?q=place_id:ChIJeajTZx5FNU0Rvgd7fmOOWwQ,ChIJeajTZx5FNU0Rvgd7fmOOWwQ
Oilfield Equipment Sales,"5320 FM 902, Gainesville, TX 76240, USA",33.5683941,-97.0380592,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,oilfield supply pumps equipment rental; oilfield services; drilling workover wireline cementing services; well service field services production support; pump and supply artificial lift production equipment,Decatur|TX; Frisco|TX; Gainesville|TX; Godley|TX,https://www.google.com/maps/place/?q=place_id:ChIJYwiAnHZVTIYRvzwMUY3ZHFg,ChIJYwiAnHZVTIYRvzwMUY3ZHFg
Phillips Well Service,"315 N Industrial Rd, El Dorado, KS 67042, USA",37.8207343,-96.91396069999999,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 6 strong matched theme(s); repeated across multiple query themes,gasfield natural gas well services; oilfield services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing; engine compressor repair service oil gas,Coffeyville|KS; El Dorado|KS,https://www.google.com/maps/place/?q=place_id:ChIJybEGYACzu4cRvpP02Z2AU1Y,ChIJybEGYACzu4cRvpP02Z2AU1Y
"Piceance Well Service, Inc.","779 Valley Ct, Grand Junction, CO 81505, USA",39.1179197,-108.6505902,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,drilling workover wireline cementing services; oilfield services; gasfield natural gas well services; pipeline gathering integrity midstream construction; well service field services production support; NDT inspection tubular pipeline integrity services,Centennial|CO; Center|CO; Grand Junction|CO,https://www.google.com/maps/place/?q=place_id:ChIJlZBoEGP9RocRD4KJ-Q1Jflk,ChIJlZBoEGP9RocRD4KJ-Q1Jflk
Potts Drilling,"204 Countryside Ln, Belgrade, MT 59714, USA",45.77006180000001,-111.2261874,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; well service field services production support; mobile well testing hydro testing pressure testing,Bozeman|MT,https://www.google.com/maps/place/?q=place_id:ChIJMwuX-pFORVMRFX6A_dJGPUA,ChIJMwuX-pFORVMRFX6A_dJGPUA
Pro Well Service,"5422 US-82, Gainesville, TX 76240, USA",33.6462207,-97.0754006,OPERATIONAL,establishment,strong-review,110,operational; strong oil/gas service term; 5 strong matched theme(s); repeated across multiple query themes,well service field services production support; oilfield services; gasfield natural gas well services; drilling workover wireline cementing services; mobile well testing hydro testing pressure testing,Frisco|TX; Gainesville|TX,https://www.google.com/maps/place/?q=place_id:ChIJdTYR6Db-TIYRAAVNY1qikdY,ChIJdTYR6Db-TIYRAAVNY1qikdY
